순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
2552,은밀한 관계 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/07/22,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2553,음란가족,김종민,(주)로드하우스,,(주)로드하우스,2019/05/30,개봉영화,장편,한국,20,"109,000",20,0,0,드라마,청소년관람불가,일반영화
2554,음란한 자매,김래이,노바엔터테인먼트,,노바엔터테인먼트,2019/07/12,개봉영화,장편,한국,20,"109,000",20,0,0,코미디,청소년관람불가,일반영화
2555,전망 좋은 방-맛있는 섹스,이세일,(주)케이알씨지,,(주)케이알씨지,2012/12/19,개봉영화,장편,한국,1,"140,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2556,전망 좋은 하숙집,김부곤,(주)영화사가을,,(주)영화사가을,2019/07/29,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2557,정사 : 아내의 친구 2 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2019/08/14,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2558,착한 엄마 3,김빛나,(주)영화사가을,,(주)영화사가을,2019/08/26,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2559,착한 친구아내,김부곤,(주)영화사가을,,(주)영화사가을,2019/01/29,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2560,착한 형수 4,임현태,(주)영화사가을,,(주)영화사가을,2019/08/19,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2561,출장 마사지 : 흥분한 여자들,정철진,(주)영화사가을,,(주)영화사가을,2019/05/14,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2562,친구 아내 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/03/26,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2563,친절한 며느리 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019/05/02,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2564,친절한 형수님,조태호,(주)영화사가을,,(주)영화사가을,2019/04/09,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
2565,필동,필동,레지스탕스 필름,,"레지스탕스 필름,(주)파란프로덕션",2018/08/09,개봉영화,장편,한국,1,"137,000",20,0,0,판타지,15세이상관람가,독립/예술영화
2566,미용실 : 특별한 서비스 3,김종민,(주)영화사가을,,(주)영화사가을,2019/04/29,개봉영화,장편,한국,20,"95,000",19,0,0,멜로/로맨스,청소년관람불가,일반영화
2567,기이한 춤 : 기무,박동현,박동현,,시네마달,2011/03/26,개봉영화,장편,한국,1,"98,000",18,0,0,다큐멘터리,12세이상관람가,독립/예술영화
2568,여비서,박범수,(주)케이알씨지,,(주)케이알씨지,2016/12/22,개봉영화,장편,한국,2,"88,000",18,0,0,멜로/로맨스,청소년관람불가,일반영화
2569,종로3가역2번출구,권중목,주식회사 씨엠닉스,,주식회사 씨엠닉스,2017/12/07,개봉영화,장편,한국,2,"76,000",18,0,0,드라마,청소년관람불가,독립/예술영화
2570,그림자 먹는 개,최나니,스튜디오 사이,,영화사 마농(주),2018/06/28,개봉영화,장편,한국,5,"104,000",17,"99,000",14,드라마,청소년관람불가,독립/예술영화
2571,애정소년 잔혹사,장기원,이상우 필름,,이상우 필름,2017/10/27,개봉영화,장편,한국,1,"56,500",17,0,0,드라마,청소년관람불가,독립/예술영화
2572,내 마음의 고향,박영철,더 필름클래식 프로덕션,,더 필름클래식 프로덕션,2014/11/27,개봉영화,장편,한국,1,"110,000",16,0,0,드라마,전체관람가,독립/예술영화
2573,더티 로맨스,이상우,이상우 필름,,이상우 필름,2017/01/07,개봉영화,장편,한국,1,"106,000",16,0,0,드라마,청소년관람불가,독립/예술영화
2574,애국청년 변희재,강의석,노네임 필름,,노네임 필름,2018/03/08,개봉영화,장편,한국,1,"56,000",16,0,0,다큐멘터리,15세이상관람가,독립/예술영화
2575,라이브 TV,"김선웅,손광수","(주)파레토웍스,더컨텐츠콤(주)",,더컨텐츠콤(주),2015/10/01,개봉영화,장편,한국,1,"128,000",15,0,0,공포(호러),청소년관람불가,일반영화
2576,소중한 날의 꿈 감독판,"안재훈,한혜진",(주)연필로명상하기,,에이원엔터테인먼트,2011/11/06,개봉영화,장편,한국,1,"75,000",15,N/A,0,애니메이션,전체관람가,일반영화
2577,소년 이야기,변주현,"인디픽쳐스,필나인프로덕션",,THE 픽쳐스,2016/06/09,개봉영화,장편,한국,5,"84,000",14,"14,000",4,드라마,청소년관람불가,독립/예술영화
2578,악녀의 시,무명,은막의 불여우,,노바엔터테인먼트,2016/02/18,개봉영화,장편,한국,5,"123,000",14,"105,000",11,범죄,15세이상관람가,일반영화
2579,가정부의 목적 무삭제판,,(주)케이알씨지,,(주)케이알씨지,2017/10/16,개봉영화,장편,한국,1,"32,000",11,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
2580,따라지 : 비열한 거리,신동엽,"디에스미디어,(주)영화사골든오션",,(주)드림팩트엔터테인먼트,2015/06/08,개봉영화,장편,한국,1,"103,000",11,"98,000",10,멜로/로맨스,청소년관람불가,독립/예술영화
2581,메모리즈,이수성,㈜리필름,,㈜리필름,2019/04/25,개봉영화,장편,한국,5,"38,000",11,0,0,드라마,전체관람가,독립/예술영화
2582,2017 동명이인 프로젝트,이경원,올드웨일,,올드웨일,2018/05/25,개봉영화,옴니버스,한국,1,"110,000",11,0,0,기타,12세이상관람가,독립/예술영화
2583,금지된 섹스 불륜2,이숭환,(주)케이알씨지,,(주)케이알씨지,2012/11/15,개봉영화,장편,한국,0,"30,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2584,남녀의 궁합 무삭제,채길병,(주)영화사 사계절,,(주)영화사 사계절,2016/08/25,개봉영화,장편,한국,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2585,내 친구의 아내 (무삭제),탁승오,(주)씨네토리,,(주)소나무픽쳐스,2016/04/01,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2586,누나 친구 무삭제판,신현철,(주)영화사 사계절,,(주)영화사 사계절,2016/05/17,개봉영화,장편,한국,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2587,두처제2-무삭제,박주영,스마일컨텐츠,,스마일컨텐츠,2018/01/19,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2588,맛2 (무삭제),경석호,영화사 인연,,(주)소나무픽쳐스,2016/01/06,개봉영화,장편,한국,1,"100,000",10,"100,000",10,멜로/로맨스,청소년관람불가,일반영화
2589,"맛있는 섹스, 맛있는 상상",이숭환,(주)케이알씨지,,(주)케이알씨지,2012/11/22,개봉영화,장편,한국,0,"30,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2590,미조-못다한이야기(감독판),남기웅,"진이엔터테인먼트,주식회사 마운틴픽쳐스,영화사 민들레",,주식회사 마운틴픽쳐스,2015/02/12,개봉영화,장편,한국,1,"70,000",10,0,0,드라마,청소년관람불가,일반영화
2591,스무살의 이중생활,이숭환,(주)케이알씨지,,(주)케이알씨지,2012/11/29,개봉영화,장편,한국,0,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2592,엄마의 일탈 - 아들의 친구를 사랑하다,"윤채아,유남선",에이원 미디어,,에이원 미디어,2018/01/10,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2593,엄마의맛-무삭제,박주영,스마일컨텐츠,,스마일컨텐츠,2017/12/29,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2594,은어 무삭제판,박갑종,(주)갑종무비필름,,(주)에스와이미디어,2016/02/26,개봉영화,장편,한국,1,"100,000",10,0,0,드라마,청소년관람불가,일반영화
2595,은하,임진승,골든타이드픽처스(주),,골든타이드픽처스(주),2017/01/24,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,독립/예술영화
2596,음란한 처제,"윤채아,김승렬",에이원 미디어,,에이원 미디어,2018/01/10,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2597,장모의 유혹 - 아내가 집에 없던 날,"윤채아,김승렬",에이원 미디어,,에이원 미디어,2018/01/10,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2598,전망 좋은 방-밀애,이숭환,(주)케이알씨지,,(주)케이알씨지,2012/11/08,개봉영화,장편,한국,1,"30,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2599,전망 좋은 차- 맛있는 섹스,이세일,(주)케이알씨지,,(주)케이알씨지,2013/07/17,개봉영화,장편,한국,1,"20,000",10,0,0,성인물(에로),청소년관람불가,일반영화
2600,착한여자 (무삭제),경석호,영화사 인연,,(주)소나무픽쳐스,2015/07/14,개봉영화,장편,한국,1,"50,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2601,참을 수 없는 성적유희 감독판,이세일,(주)케이알씨지,,(주)케이알씨지,2013/02/15,개봉영화,장편,한국,1,"150,000",10,0,0,성인물(에로),청소년관람불가,일반영화
2602,창녀의 성적유희,이세일,(주)케이알씨지,,(주)케이알씨지,2013/05/29,개봉영화,장편,한국,1,"150,000",10,0,0,성인물(에로),청소년관람불가,일반영화
2603,친구 누나 무삭제,채길병,(주)영화사 사계절,,(주)영화사 사계절,2016/06/21,개봉영화,장편,한국,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2604,타인의 멜로디,양영철,(주)영화사피크닉,,(주)키노아이디엠씨,2014/03/27,개봉영화,장편,한국,1,"30,000",10,0,0,드라마,15세이상관람가,독립/예술영화
2605,탱고,박갑종,(주)갑종무비필름,,(주)에스와이미디어,2016/11/28,개봉영화,장편,한국,1,"100,000",10,0,0,멜로/로맨스,청소년관람불가,일반영화
2606,AV스타납치사건,김춘찬,골든타이드픽처스(주),,골든타이드픽처스(주),2012/11/22,개봉영화,장편,한국,2,"65,000",10,0,0,스릴러,청소년관람불가,일반영화
2607,이브들의 발칙한 수다,김정호,(주)인피니티엔터테인먼트,,(주)인피니티엔터테인먼트,2018/11/23,개봉영화,장편,한국,1,"18,000",9,"18,000",9,멜로/로맨스,청소년관람불가,일반영화
2608,잔혹한 앵글의 로망스,고락중,"골든타이드픽처스(주),(주)영화사히트",,"골든타이드픽처스(주),Yellow Pictures",2012/12/13,개봉영화,장편,한국,2,"59,000",9,0,0,멜로/로맨스,청소년관람불가,일반영화
2609,타부 : 금지된 사랑,고구마,(주)대양미디어,,(주)대양미디어,2015/09/03,개봉영화,장편,한국,1,"72,000",8,"72,000",8,멜로/로맨스,청소년관람불가,일반영화
2610,마티나,크리스토퍼 로빈 콜린스,영화사 온난전선,,(주)액티버스엔터테인먼트,2012/11/29,개봉영화,장편,한국,1,"38,000",7,0,0,드라마,청소년관람불가,독립/예술영화
2611,나는 쓰레기다,이상우,이상우 필름,,이상우 필름,2016/05/12,개봉영화,장편,한국,1,"42,000",6,"35,000",5,드라마,청소년관람불가,독립/예술영화
2612,애비,장현수,웅 픽쳐스,,웅 픽쳐스,2016/05/12,개봉영화,장편,한국,1,"38,000",6,0,0,드라마,청소년관람불가,독립/예술영화
2613,친구애인,박범수,(주)케이알씨지,,(주)케이알씨지,2016/12/12,개봉영화,장편,한국,2,"29,000",6,0,0,멜로/로맨스,청소년관람불가,일반영화
2614,색시공...주홍글씨의 비밀,김문옥,시네마테크 충무로,,시네마테크 충무로,2017/08/24,개봉영화,장편,한국,1,"15,000",5,"15,000",5,멜로/로맨스,청소년관람불가,독립/예술영화
2615,야색야동,이세일,(주)케이알씨지,,(주)케이알씨지,2012/03/15,개봉영화,장편,한국,1,"10,000",5,"10,000",5,성인물(에로),청소년관람불가,일반영화
2616,여배우 섹스 스캔들2 무삭제판,야마삐,(주)케이알씨지,,(주)케이알씨지,2017/04/04,개봉영화,장편,한국,1,"25,000",5,0,0,멜로/로맨스,청소년관람불가,일반영화
2617,열대야,김헌,이상우 필름,,이상우 필름,2018/05/24,개봉영화,장편,한국,1,"35,000",5,0,0,드라마,15세이상관람가,독립/예술영화
2618,정사2: 친구 새엄마-무삭제판,이동현,(주)케이알씨지,,(주)케이알씨지,2018/01/10,개봉영화,장편,한국,5,"11,000",5,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
2619,가자! 장미여관으로 3 - 방황 무삭제 감독판,김봉은,(주)케이알씨지,,(주)케이알씨지,2015/01/15,개봉영화,장편,한국,2,"28,000",4,"14,000",2,멜로/로맨스,청소년관람불가,일반영화
2620,덫 무삭제판,윤여창,(주)케이알씨지,,(주)케이알씨지,2017/07/13,개봉영화,장편,한국,4,"8,000",4,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
2621,두 번째 엄마 무삭제판,이민환,(주)케이알씨지,,(주)케이알씨지,2015/03/12,개봉영화,장편,한국,1,"28,000",4,0,0,멜로/로맨스,청소년관람불가,일반영화
2622,완벽한 섹스의 맛-감독판,이민,(주)케이알씨지,,(주)케이알씨지,2018/01/10,개봉영화,장편,한국,3,"9,000",4,0,0,멜로/로맨스,청소년관람불가,일반영화
2623,정사: 위험한 성적 유희 무삭제판,이민환,(주)케이알씨지,,(주)케이알씨지,2015/01/29,개봉영화,장편,한국,2,"28,000",4,"14,000",2,멜로/로맨스,청소년관람불가,일반영화
2624,죽기 전에 해야할 몇가지 것들,박성범,휴매스터,,(주)이모션픽처스,2009/07/09,개봉영화,장편,한국,1,"25,278",4,"25,000",4,드라마,12세이상관람가,일반영화
2625,19금 특별한 정사 무삭제 특별판,닥터 필,(주)케이알씨지,,(주)케이알씨지,2017/03/07,개봉영화,장편,한국,1,"20,000",4,0,0,멜로/로맨스,청소년관람불가,일반영화
2626,맛있는 동거,김이슬,(주)영화사가을,,(주)영화사가을,2019/02/12,개봉영화,장편,한국,2,"18,000",3,0,0,멜로/로맨스,청소년관람불가,일반영화
2627,썸 - 은밀한 이야기,송정규,(주)스토리제이,,THE 픽쳐스,2017/05/02,개봉영화,장편,한국,1,"10,000",3,"4,000",2,코미디,청소년관람불가,일반영화
2628,엄마의 유혹 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2018/11/27,개봉영화,장편,한국,1,"18,000",3,0,0,멜로/로맨스,청소년관람불가,일반영화
2629,이채담의 지스팟-무삭제,박주영,스마일컨텐츠,,스마일컨텐츠,2017/12/08,개봉영화,장편,한국,1,"60,000",3,0,0,멜로/로맨스,청소년관람불가,일반영화
2630,정사 : 바람난 유부녀들 무삭제판,박범수,(주)케이알씨지,,(주)케이알씨지,2018/01/15,개봉영화,장편,한국,3,"6,000",3,0,0,멜로/로맨스,청소년관람불가,일반영화
2631,가루지기: 변강쇠 더 비기닝,정진호,(주)컨텐츠 빌리지,,(주)컨텐츠 빌리지,2017/08/28,개봉영화,장편,한국,1,"4,000",2,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
2632,그녀의 정사,이재남,(주)케이알씨지,,(주)케이알씨지,2018/04/24,개봉영화,장편,한국,2,"7,000",2,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
2633,나는 야한 여자가 좋다 무삭제감독판,신정균,드림로드,,(주)케이알씨지,2015/02/26,개봉영화,장편,한국,1,"14,000",2,0,0,멜로/로맨스,청소년관람불가,일반영화
