영화명,감독,배급사,개봉일,국적,전국 매출액,장르,등급,배우
두근두근 내 인생,이재용,씨제이이앤엠(주),2014/09/03,한국,"12,191,623,034",드라마,12세이상관람가,강동원
복면달호,"김상찬,김현수",㈜스튜디오이쩜영,2007/02/14,한국,0,코미디,12세이상관람가,0
사자,김주환,롯데컬처웍스(주)롯데엔터테인먼트,2019/07/31,한국,"12,905,591,645",미스터리,15세이상관람가,박서준
창궐,김성훈,(주)넥스트엔터테인먼트월드(NEW),2018/10/25,한국,"13,275,772,490",사극,15세이상관람가,현빈
더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),2015/10/22,한국,"12,309,164,568",스릴러,15세이상관람가,손현주
성난황소,김민호,(주)쇼박스,2018/11/22,한국,"13,236,490,737",범죄,15세이상관람가,마동석
무적자,송해성,씨제이엔터테인먼트,2010/09/16,한국,"11,816,488,677",드라마,15세이상관람가,주진모
원스어폰어타임,정용기,(유)씨에이치엔터테인먼트,2008/01/31,한국,"10,180,143,111",액션,12세이상관람가,박용우
마파도2,이상훈,씨제이엔터테인먼트,2007/01/18,한국,0,코미디,12세이상관람가,이문식
용의자X,방은진,씨제이이앤엠(주),2012/10/18,한국,"11,241,013,000",미스터리,15세이상관람가,류승범
도어락,이권,메가박스중앙(주)플러스엠,2018/12/05,한국,"12,694,612,486",스릴러,15세이상관람가,공효진
유감스러운 도시,김동원,씨제이엔터테인먼트,2009/01/22,한국,"10,300,187,478",코미디,15세이상관람가,정준호
작전,이호재,(주)쇼박스,2009/02/12,한국,"10,198,304,795",범죄,15세이상관람가,박용하
퍼펙트 게임,박희곤,롯데쇼핑㈜롯데엔터테인먼트,2011/12/21,한국,"11,220,408,500",드라마,12세이상관람가,조승우
리틀 포레스트,임순례,메가박스중앙(주)플러스엠,2018/02/28,한국,"11,924,818,185",드라마,전체관람가,김태리
더 게임,윤인호,,2008/01/30,한국,"9,869,346,557",스릴러,15세이상관람가,신하균
차이나타운,한준희,CGV아트하우스,2015/04/29,한국,"11,989,400,678",범죄,청소년관람불가,김혜수
스윙키즈,강형철,(주)넥스트엔터테인먼트월드(NEW),2018/12/19,한국,"12,077,312,892",드라마,12세이상관람가,디오
부라더,장유정,메가박스중앙(주)플러스엠,2017/11/02,한국,"11,590,908,298",코미디,12세이상관람가,마동석
해무(海霧),심성보,(주)넥스트엔터테인먼트월드(NEW),2014/08/13,한국,"11,631,310,219",드라마,청소년관람불가,0
인간중독,김대우,(주)넥스트엔터테인먼트월드(NEW),2014/05/14,한국,"11,284,787,400",멜로/로맨스,청소년관람불가,송승헌
나의 특별한 형제,육상효,(주)넥스트엔터테인먼트월드(NEW),2019/05/01,한국,"11,822,372,574",드라마,12세이상관람가,신하균
궁녀,김미정,(주)시네마서비스,2007/10/18,한국,0,미스터리,청소년관람불가,박진희
탐정 홍길동: 사라진 마을,조성희,씨제이이앤엠(주),2016/05/04,한국,"11,483,686,845",드라마,15세이상관람가,이제훈
런닝맨,조동오,이십세기폭스코리아(주),2013/04/04,한국,"10,011,200,500",액션,15세이상관람가,신하균
검은 집,신태라,씨제이엔터테인먼트,2007/06/21,한국,0,스릴러,청소년관람불가,황정민
구르믈 버서난 달처럼,이준익,에스케이텔레콤(주),2010/04/28,한국,"10,408,565,262",사극,15세이상관람가,황정민
허브,허인무,(주)쇼박스,2007/01/11,한국,0,드라마,12세이상관람가,강혜정
기억의 밤,장항준,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",2017/11/29,한국,"10,652,346,660",미스터리,15세이상관람가,강하늘
골든슬럼버,노동석,씨제이이앤엠(주),2018/02/14,한국,"11,412,768,798",범죄,15세이상관람가,강동원
브이아이피,박훈정,워너브러더스 코리아(주),2017/08/23,한국,"10,956,621,835",범죄,청소년관람불가,장동건
변신,김홍선,(주)에이스메이커무비웍스,2019/08/21,한국,"11,713,672,012",공포(호러),15세이상관람가,배성우
특별시민,박인제,(주)쇼박스,2017/04/26,한국,"10,494,768,945",드라마,15세이상관람가,최민식
차형사,신태라,씨제이이앤엠(주),2012/05/30,한국,"9,752,555,296",코미디,15세이상관람가,강지환
은교,정지우,롯데쇼핑㈜롯데엔터테인먼트,2012/04/25,한국,"9,917,728,000",멜로/로맨스,청소년관람불가,박해일
궁합,홍창표,씨제이이앤엠(주),2018/02/28,한국,"10,478,875,438",코미디,12세이상관람가,심은경
미스터 고,김용화,(주)쇼박스,2013/07/17,한국,"9,337,990,000",코미디,12세이상관람가,성동일
청담보살,김진영,(주)넥스트엔터테인먼트월드(NEW),2009/11/11,한국,"9,687,687,439",멜로/로맨스,15세이상관람가,박예진
사라진 밤,이창희,씨네그루(주)키다리이엔티,2018/03/07,한국,"10,686,397,316",스릴러,15세이상관람가,김상경
간첩,우민호,롯데쇼핑㈜롯데엔터테인먼트,2012/09/20,한국,"9,316,548,500",드라마,15세이상관람가,김명민
영화는 영화다,장훈,㈜스튜디오이쩜영,2008/09/11,한국,"8,943,849,000",액션,청소년관람불가,소지섭
만남의 광장,김종진,(주)쇼박스,2007/08/15,한국,0,코미디,12세이상관람가,임창정
장산범,허정,(주)넥스트엔터테인먼트월드(NEW),2017/08/17,한국,"10,332,117,083",미스터리,15세이상관람가,염정아
못말리는 결혼,김성욱,롯데쇼핑㈜롯데엔터테인먼트,2007/05/10,한국,0,코미디,15세이상관람가,김수미
최강로맨스,김정우,(주)쇼박스,2007/01/25,한국,0,멜로/로맨스,15세이상관람가,이동욱
킹콩을 들다,박건용,(주)넥스트엔터테인먼트월드(NEW),2009/07/01,한국,"8,597,263,166",드라마,전체관람가,이범수
황진이,장윤현,(주)시네마서비스,2007/06/06,한국,0,드라마,15세이상관람가,송혜교
이장과 군수,장규성,씨제이엔터테인먼트,2007/03/29,한국,0,코미디,12세이상관람가,차승원
즐거운 인생,이준익,씨제이엔터테인먼트,2007/09/13,한국,0,드라마,전체관람가,정진영
간기남,김형준,(주)쇼박스,2012/04/11,한국,"9,356,404,500",코미디,청소년관람불가,박희순
행복,허진호,(주)쇼박스,2007/10/03,한국,0,드라마,15세이상관람가,황정민
육혈포 강도단,강효진,롯데쇼핑㈜롯데엔터테인먼트,2010/03/18,한국,"8,784,927,671",코미디,15세이상관람가,나문희
심야의 F.M.,김상만,롯데쇼핑㈜롯데엔터테인먼트,2010/10/14,한국,"9,328,562,568",스릴러,청소년관람불가,0
특별수사: 사형수의 편지,권종관,(주)넥스트엔터테인먼트월드(NEW),2016/06/16,한국,"9,792,082,065",범죄,15세이상관람가,김명민
찌라시: 위험한 소문,김광식,씨제이이앤엠(주),2014/02/20,한국,"9,111,648,087",범죄,15세이상관람가,김강우
결혼전야,홍지영,씨너스엔터테인먼트(주),2013/11/21,한국,"8,431,504,719",멜로/로맨스,15세이상관람가,김강우
악녀,정병길,(주)넥스트엔터테인먼트월드(NEW),2017/06/08,한국,"9,730,720,144",액션,청소년관람불가,김옥빈
인사동 스캔들,박희곤,에스케이텔레콤(주),2009/04/29,한국,"7,900,084,842",드라마,15세이상관람가,김래원
깡철이,안권태,씨제이이앤엠(주),2013/10/02,한국,"8,534,777,462",드라마,15세이상관람가,유아인
시간이탈자,곽재용,씨제이이앤엠(주),2016/04/13,한국,"9,729,882,195",스릴러,15세이상관람가,임수정
R2B: 리턴투베이스,김동원,씨제이이앤엠(주),2012/08/15,한국,"8,600,489,371",액션,15세이상관람가,비
해빙,이수연,롯데쇼핑㈜롯데엔터테인먼트,2017/03/01,한국,"9,879,737,822",스릴러,15세이상관람가,조진웅
더 웹툰: 예고살인,김용균,씨제이이앤엠(주),2013/06/27,한국,"8,534,322,070",공포(호러),15세이상관람가,이시영
생일,이종언,(주)넥스트엔터테인먼트월드(NEW),2019/04/03,한국,"9,786,575,840",드라마,전체관람가,설경구
바람 바람 바람,이병헌,(주)넥스트엔터테인먼트월드(NEW),2018/04/05,한국,"9,702,206,675",코미디,청소년관람불가,이성민
빅매치,최호,(주)넥스트엔터테인먼트월드(NEW),2014/11/27,한국,"8,952,096,578",액션,15세이상관람가,이정재
서양 골동 양과자점 앤티크,민규동,"오퍼스픽쳐스(유),(주)쇼박스",2008/11/13,한국,"7,367,880,833",드라마,15세이상관람가,주지훈
"당신, 거기 있어줄래요",홍지영,롯데쇼핑㈜롯데엔터테인먼트,2016/12/14,한국,"9,361,133,648",판타지,12세이상관람가,김윤석
동주,이준익,메가박스중앙(주)플러스엠,2016/02/17,한국,"8,864,695,589",드라마,12세이상관람가,강하늘
돈의 맛,임상수,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012/05/17,한국,"8,776,870,611",드라마,청소년관람불가,김강우
장수상회,강제규,씨제이이앤엠(주),2015/04/09,한국,"8,707,389,643",멜로/로맨스,12세이상관람가,박근형
가문의 영광5 - 가문의 귀환,정용기,롯데쇼핑㈜롯데엔터테인먼트,2012/12/19,한국,"8,330,342,500",코미디,15세이상관람가,정준호
슬로우 비디오,김영탁,이십세기폭스코리아(주),2014/10/02,한국,"8,840,530,219",드라마,12세이상관람가,차태현
항거:유관순 이야기,조민호,롯데컬처웍스(주)롯데엔터테인먼트,2019/02/27,한국,"9,290,065,101",드라마,12세이상관람가,고아성
미씽: 사라진 여자,이언희,메가박스중앙(주)플러스엠,2016/11/30,한국,"8,881,616,256",미스터리,15세이상관람가,엄지원
용서는 없다,김형준,(주)시네마서비스,2010/01/07,한국,"8,737,627,361",범죄,청소년관람불가,설경구
고령화 가족,송해성,씨제이이앤엠(주),2013/05/09,한국,"8,159,482,153",드라마,15세이상관람가,박해일
김종욱 찾기,장유정,씨제이엔터테인먼트,2010/12/08,한국,"8,271,660,983",멜로/로맨스,12세이상관람가,임수정
하루,조선호,CGV아트하우스,2017/06/15,한국,"9,068,009,842",스릴러,15세이상관람가,김명민
챔피언,김용완,워너브러더스 코리아(주),2018/05/01,한국,"9,441,064,230",드라마,12세이상관람가,마동석
성난 변호사,허종호,씨제이이앤엠(주),2015/10/08,한국,"8,697,174,039",범죄,15세이상관람가,이선균
6년째 연애중,박현진,(주)스튜디오210,2008/02/05,한국,"7,460,438,000",멜로/로맨스,15세이상관람가,김하늘
특수본,황병국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011/11/24,한국,"8,096,052,500",액션,15세이상관람가,엄태웅
회사원,임상윤,(주)쇼박스,2012/10/11,한국,"8,321,175,000",액션,청소년관람불가,소지섭
간신,민규동,롯데쇼핑㈜롯데엔터테인먼트,2015/05/21,한국,"8,946,842,910",사극,청소년관람불가,주지훈
베스트셀러,이정호,(주)시너지하우스 (시너지),2010/04/15,한국,"8,110,824,681",미스터리,15세이상관람가,엄정화
지금 사랑하는 사람과 살고 있습니까?,정윤수,(주)시네마서비스,2007/08/15,한국,0,드라마,청소년관람불가,엄정화
롱 리브 더 킹: 목포 영웅,강윤성,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다",2019/06/19,한국,"9,212,574,910",액션,15세이상관람가,김래원
오빠생각,이한,(주)넥스트엔터테인먼트월드(NEW),2016/01/21,한국,"8,058,857,287",드라마,12세이상관람가,임시완
"날, 보러와요",이철하,메가박스중앙(주)플러스엠,2016/04/07,한국,"8,821,335,063",미스터리,청소년관람불가,강예원
수상한 고객들,조진모,씨제이이앤엠(주),2011/04/14,한국,"7,953,428,000",코미디,15세이상관람가,류승범
시크릿,윤재구,씨제이엔터테인먼트,2009/12/03,한국,"7,979,591,607",스릴러,청소년관람불가,차승원
그놈이다,윤준형,CGV아트하우스,2015/10/28,한국,"8,098,811,152",스릴러,15세이상관람가,주원
동창생,박홍수,(주)쇼박스,2013/11/06,한국,"6,983,395,126",액션,15세이상관람가,T.O.P
점박이:한반도의 공룡3D,한상호,씨제이이앤엠(주),2012/01/26,한국,"9,621,468,000",애니메이션,전체관람가,이형석
조폭마누라3,조진규,(주)쇼박스,2006/12/28,한국,0,액션,15세이상관람가,서기
파괴된 사나이,우민호,(주)시너지하우스 (시너지),2010/07/01,한국,"7,820,538,614",드라마,청소년관람불가,김명민
오직 그대만,송일곤,(주)쇼박스,2011/10/20,한국,"7,591,008,500",멜로/로맨스,15세이상관람가,소지섭
우아한 세계,한재림,롯데쇼핑㈜롯데엔터테인먼트,2007/04/05,한국,0,액션,15세이상관람가,송강호
김관장 대 김관장 대 김관장,박성균,(주)쇼박스,2007/02/08,한국,0,코미디,15세이상관람가,신현준
심장이 뛴다,윤재근,롯데쇼핑㈜롯데엔터테인먼트,2011/01/05,한국,"7,538,083,500",드라마,15세이상관람가,김윤진
염력,연상호,(주)넥스트엔터테인먼트월드(NEW),2018/01/31,한국,"7,484,644,112",드라마,15세이상관람가,류승룡
방가? 방가!,육상효,(주)시너지하우스 (시너지),2010/09/30,한국,"7,129,363,141",코미디,12세이상관람가,0
방황하는 칼날,이정호,씨제이이앤엠(주),2014/04/10,한국,"7,806,377,800",범죄,청소년관람불가,정재영
시체가 돌아왔다,우선호,씨제이이앤엠(주),2012/03/29,한국,"7,357,623,000",범죄,15세이상관람가,이범수
미쓰 와이프,강효진,메가박스중앙(주)플러스엠,2015/08/13,한국,"7,357,162,869",코미디,15세이상관람가,엄정화
원더풀 라디오,권칠인,(주)쇼박스,2012/01/05,한국,"7,193,596,000",드라마,15세이상관람가,이민정
내 사랑,이한,(주)쇼박스,2007/12/18,한국,0,멜로/로맨스,12세이상관람가,감우성
돈 크라이 마미,김용한,(주)에스비에스콘텐츠허브,2012/11/22,한국,"6,808,882,099",스릴러,15세이상관람가,유선
바보,김정권,씨제이엔터테인먼트,2008/02/28,한국,"6,301,818,833",드라마,12세이상관람가,차태현
"고산자, 대동여지도",강우석,씨제이이앤엠(주),2016/09/07,한국,"7,777,473,258",사극,전체관람가,차승원
우리는 형제입니다,장진,(주)쇼박스,2014/10/23,한국,"7,263,255,399",코미디,12세이상관람가,조진웅
전국노래자랑,이종필,롯데쇼핑㈜롯데엔터테인먼트,2013/05/01,한국,"6,606,589,000",코미디,12세이상관람가,김인권
백야행,박신우,(주)시네마서비스,2009/11/19,한국,"7,170,684,217",멜로/로맨스,청소년관람불가,0
허삼관,하정우,(주)넥스트엔터테인먼트월드(NEW),2015/01/14,한국,"7,405,415,569",드라마,12세이상관람가,<b>하정우</b>
나랏말싸미,조철현,메가박스중앙(주)플러스엠,2019/07/24,한국,"7,837,232,823",사극,전체관람가,송강호
불한당: 나쁜 놈들의 세상,변성현,씨제이이앤엠(주),2017/05/17,한국,"7,654,331,125",범죄,청소년관람불가,설경구
상사부일체,심승보,이십세기폭스코리아(주),2007/09/19,한국,0,코미디,15세이상관람가,0
GP 506,공수창,(주)쇼박스,2008/04/03,한국,"6,316,842,000",공포(호러),청소년관람불가,천호진
평행이론,권호영,씨제이엔터테인먼트,2010/02/18,한국,"6,905,140,883",스릴러,15세이상관람가,지진희
뽀로로 극장판 슈퍼썰매 대모험,박영균,씨제이이앤엠(주),2013/01/23,한국,"6,819,979,500",애니메이션,전체관람가,이선
크로싱,김태균,(주)벤티지홀딩스,2008/06/26,한국,"5,657,365,667",드라마,12세이상관람가,차인표
마이 파더,황동혁,롯데쇼핑㈜롯데엔터테인먼트,2007/09/06,한국,0,드라마,15세이상관람가,김영철
점쟁이들,신정원,(주)넥스트엔터테인먼트월드(NEW),2012/10/03,한국,"6,345,293,500",코미디,15세이상관람가,김수로
